epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,181.133,0.51276,0.36039,0.85027,0.90783,0.95238,0.95047,0.7849,0.77458,0.5348,0.9698,0.000439,0.000439,0.000439
172,182.124,0.51489,0.35041,0.85292,0.92154,0.93218,0.95098,0.7767,0.79131,0.54812,0.97503,0.0004357,0.0004357,0.0004357
173,183.097,0.52897,0.37114,0.85615,0.91747,0.93651,0.94575,0.77306,0.80054,0.52798,0.97224,0.0004324,0.0004324,0.0004324
174,184.113,0.51099,0.37011,0.87582,0.8709,0.96378,0.93689,0.75788,0.82472,0.53463,0.99161,0.0004291,0.0004291,0.0004291
175,185.093,0.51958,0.35437,0.85591,0.87034,0.96825,0.93293,0.77136,0.80472,0.52087,0.98529,0.0004258,0.0004258,0.0004258
176,186.119,0.52802,0.3767,0.87466,0.90355,0.92063,0.93797,0.7794,0.77149,0.52087,0.96922,0.0004225,0.0004225,0.0004225
177,187.247,0.50689,0.3542,0.84423,0.9051,0.90836,0.93255,0.77816,0.76104,0.51782,0.97546,0.0004192,0.0004192,0.0004192
178,188.229,0.51539,0.33581,0.85992,0.94862,0.92063,0.9386,0.77762,0.75715,0.51505,0.98853,0.0004159,0.0004159,0.0004159
179,189.226,0.4758,0.35319,0.84219,0.93622,0.93199,0.93322,0.77669,0.73875,0.4848,0.96246,0.0004126,0.0004126,0.0004126
180,190.239,0.51339,0.3514,0.84809,0.95223,0.94936,0.93939,0.78292,0.74644,0.47333,0.96481,0.0004093,0.0004093,0.0004093
181,191.224,0.49721,0.35544,0.85544,0.92298,0.95108,0.93821,0.77793,0.75005,0.47856,0.96346,0.000406,0.000406,0.000406
